user_id,track_id,play_count,likes,skips,rating,genre
USER_0041,TRACK_0575,9,1,0,4.5,indie
USER_0094,TRACK_0843,8,1,0,4.2,country
USER_0116,TRACK_0964,2,1,0,2.2,soul
USER_0117,TRACK_0064,3,0,0,1.0,folk
USER_0115,TRACK_0257,20,1,0,4.5,r&b
USER_0032,TRACK_0301,5,1,0,3.2,pop
USER_0062,TRACK_0653,10,1,0,4.5,folk
USER_0080,TRACK_0521,6,1,0,3.5,soul
USER_0022,TRACK_0989,2,1,0,2.2,folk
USER_0151,TRACK_0474,9,1,0,4.5,rock
USER_0021,TRACK_0052,13,1,0,4.5,indie
USER_0003,TRACK_0096,2,0,0,1.0,country
USER_0128,TRACK_0136,6,1,0,3.5,r&b
USER_0081,TRACK_0754,4,0,0,1.3,folk
USER_0137,TRACK_0534,17,1,0,4.5,jazz
USER_0087,TRACK_0069,7,1,0,3.8,jazz
USER_0193,TRACK_0089,3,0,0,1.0,blues
USER_0047,TRACK_0986,4,0,0,1.3,reggae
USER_0110,TRACK_0995,9,1,0,4.5,metal
USER_0153,TRACK_0600,9,1,0,4.5,metal
USER_0056,TRACK_0629,12,1,0,4.5,pop
USER_0012,TRACK_0803,6,1,0,3.5,indie
USER_0097,TRACK_0963,13,1,0,4.5,soul
USER_0161,TRACK_0985,15,1,0,4.5,metal
USER_0179,TRACK_0404,2,0,0,1.0,soul
USER_0141,TRACK_0512,1,1,1,1.0,electronic
USER_0159,TRACK_0811,5,0,0,1.7,country
USER_0002,TRACK_0820,16,1,0,4.5,folk
USER_0014,TRACK_0449,5,0,0,1.7,hip-hop
USER_0113,TRACK_0257,3,0,0,1.0,r&b
USER_0195,TRACK_0700,8,1,0,4.2,soul
USER_0184,TRACK_0237,12,1,0,4.5,indie
USER_0139,TRACK_0822,10,1,0,4.5,jazz
USER_0070,TRACK_0030,5,0,0,1.7,blues
USER_0188,TRACK_0737,5,0,0,1.7,country
USER_0095,TRACK_0631,14,1,0,4.5,metal
USER_0154,TRACK_0507,4,1,0,2.8,country
USER_0128,TRACK_0299,4,0,0,1.3,jazz
USER_0067,TRACK_0086,9,1,0,4.5,folk
USER_0018,TRACK_0369,10,1,0,4.5,soul
USER_0160,TRACK_0982,7,1,0,3.8,metal
USER_0173,TRACK_0787,6,1,0,3.5,electronic
USER_0009,TRACK_0030,12,1,0,4.5,blues
USER_0055,TRACK_0987,8,1,0,4.2,country
USER_0072,TRACK_0196,2,0,0,1.0,pop
USER_0097,TRACK_0062,20,1,0,4.5,rock
USER_0067,TRACK_0779,8,1,0,4.2,folk
USER_0184,TRACK_0021,5,0,0,1.7,reggae
USER_0186,TRACK_0082,11,1,0,4.5,reggae
USER_0056,TRACK_0860,3,0,0,1.0,electronic
USER_0062,TRACK_0184,6,1,0,3.5,folk
USER_0111,TRACK_0883,8,1,0,4.2,reggae
USER_0045,TRACK_0530,10,1,0,4.5,latin
USER_0006,TRACK_0914,9,1,0,4.5,folk
USER_0096,TRACK_0035,9,1,0,4.5,electronic
USER_0134,TRACK_0044,8,1,0,4.2,blues
USER_0131,TRACK_0218,9,1,0,4.5,soul
USER_0175,TRACK_0269,14,1,0,4.5,jazz
USER_0171,TRACK_0714,2,1,0,2.2,r&b
USER_0186,TRACK_0132,3,0,0,1.0,metal
USER_0040,TRACK_0061,7,1,0,3.8,electronic
USER_0134,TRACK_0850,10,1,0,4.5,blues
USER_0046,TRACK_0260,8,1,0,4.2,latin
USER_0093,TRACK_0981,16,1,0,4.5,soul
USER_0172,TRACK_0310,8,1,0,4.2,country
USER_0175,TRACK_0874,12,1,0,4.5,jazz
USER_0001,TRACK_0548,7,1,0,3.8,r&b
USER_0182,TRACK_0332,8,1,0,4.2,soul
USER_0102,TRACK_0546,7,1,0,3.8,soul
USER_0119,TRACK_0090,1,1,0,1.8,metal
USER_0149,TRACK_0182,10,1,0,4.5,classical
USER_0041,TRACK_0420,9,1,0,4.5,indie
USER_0007,TRACK_0674,3,0,0,1.0,latin
USER_0068,TRACK_0637,2,0,0,1.0,hip-hop
USER_0189,TRACK_0906,5,0,0,1.7,country
USER_0184,TRACK_0383,6,1,0,3.5,reggae
USER_0185,TRACK_0093,5,1,0,3.2,rock
USER_0037,TRACK_0413,2,0,0,1.0,jazz
USER_0131,TRACK_0768,6,1,0,3.5,soul
USER_0123,TRACK_0697,8,1,0,4.2,jazz
USER_0027,TRACK_0905,12,1,0,4.5,indie
USER_0184,TRACK_0213,4,0,0,1.3,metal
USER_0075,TRACK_0538,9,1,0,4.5,classical
USER_0074,TRACK_0821,3,1,0,2.5,pop
USER_0043,TRACK_0169,3,1,0,2.5,r&b
USER_0074,TRACK_0034,21,1,0,4.5,jazz
USER_0008,TRACK_0384,7,1,0,3.8,jazz
USER_0149,TRACK_0745,19,1,0,4.5,classical
USER_0045,TRACK_0175,4,0,0,1.3,latin
USER_0058,TRACK_0693,6,1,0,3.5,rock
USER_0077,TRACK_0679,8,1,0,4.2,jazz
USER_0019,TRACK_0654,4,0,0,1.3,metal
USER_0124,TRACK_0052,8,1,0,4.2,indie
USER_0009,TRACK_0220,15,1,0,4.5,indie
USER_0041,TRACK_0905,6,1,0,3.5,indie
USER_0057,TRACK_0173,9,1,0,4.5,classical
USER_0080,TRACK_0715,4,1,0,2.8,rock
USER_0117,TRACK_0752,5,0,0,1.7,folk
USER_0010,TRACK_0127,20,1,0,4.5,jazz
USER_0009,TRACK_0177,11,1,0,4.5,blues
USER_0161,TRACK_0807,6,1,0,3.5,reggae
USER_0138,TRACK_0933,6,1,0,3.5,reggae
USER_0134,TRACK_0518,7,1,0,3.8,blues
USER_0028,TRACK_0955,7,1,0,3.8,r&b
USER_0129,TRACK_0776,2,0,0,1.0,classical
USER_0083,TRACK_0515,5,1,0,3.2,metal
USER_0114,TRACK_0608,3,1,0,2.5,electronic
USER_0118,TRACK_0170,8,1,0,4.2,soul
USER_0055,TRACK_0111,2,1,0,2.2,r&b
USER_0145,TRACK_0602,9,1,0,4.5,r&b
USER_0052,TRACK_0506,2,0,0,1.0,classical
USER_0039,TRACK_0808,1,0,1,1.0,folk
USER_0081,TRACK_0376,8,1,0,4.2,hip-hop
USER_0142,TRACK_0841,11,1,0,4.5,rock
USER_0038,TRACK_0924,11,1,0,4.5,country
USER_0055,TRACK_0230,8,1,0,4.2,hip-hop
USER_0199,TRACK_0574,3,0,0,1.0,classical
USER_0147,TRACK_0306,4,0,0,1.3,rock
USER_0105,TRACK_0964,7,1,0,3.8,soul
USER_0010,TRACK_0180,11,1,0,4.5,soul
USER_0032,TRACK_0962,4,1,0,2.8,pop
USER_0172,TRACK_0184,3,0,0,1.0,folk
USER_0128,TRACK_0064,17,1,0,4.5,folk
USER_0063,TRACK_0753,5,0,0,1.7,soul
USER_0185,TRACK_0296,4,1,0,2.8,electronic
USER_0044,TRACK_0290,8,1,0,4.2,rock
USER_0090,TRACK_0825,11,1,0,4.5,blues
USER_0048,TRACK_0808,3,0,0,1.0,folk
USER_0194,TRACK_0240,9,1,0,4.5,soul
USER_0088,TRACK_0476,9,1,0,4.5,hip-hop
USER_0064,TRACK_0811,14,1,0,4.5,country
USER_0187,TRACK_0913,6,1,0,3.5,jazz
USER_0030,TRACK_0325,9,1,0,4.5,jazz
USER_0164,TRACK_0440,7,1,0,3.8,folk
USER_0055,TRACK_0449,3,0,0,1.0,hip-hop
USER_0138,TRACK_0155,15,1,0,4.5,indie
USER_0127,TRACK_0515,5,0,0,1.7,metal
USER_0073,TRACK_0183,7,1,0,3.8,blues
USER_0020,TRACK_0468,5,1,0,3.2,folk
USER_0013,TRACK_0803,6,1,0,3.5,indie
USER_0020,TRACK_0352,7,1,0,3.8,rock
USER_0132,TRACK_0403,5,1,0,3.2,jazz
USER_0178,TRACK_0786,4,1,0,2.8,jazz
USER_0122,TRACK_0303,15,1,0,4.5,rock
USER_0034,TRACK_0557,26,1,0,4.5,blues
USER_0165,TRACK_0654,8,1,0,4.2,metal
USER_0188,TRACK_0096,7,1,0,3.8,country
USER_0071,TRACK_0177,8,1,0,4.2,blues
USER_0158,TRACK_0828,13,1,0,4.5,jazz
USER_0077,TRACK_0976,5,0,0,1.7,blues
USER_0178,TRACK_0413,5,1,0,3.2,jazz
USER_0075,TRACK_0992,4,0,0,1.3,classical
USER_0009,TRACK_0264,5,1,0,3.2,soul
USER_0139,TRACK_0129,12,1,0,4.5,jazz
USER_0104,TRACK_0903,7,1,0,3.8,country
USER_0118,TRACK_0495,11,1,0,4.5,soul
USER_0129,TRACK_0781,12,1,0,4.5,latin
USER_0176,TRACK_0668,3,0,0,1.0,r&b
USER_0115,TRACK_0109,4,1,0,2.8,reggae
USER_0032,TRACK_0305,6,1,0,3.5,pop
USER_0082,TRACK_0217,9,1,0,4.5,pop
USER_0009,TRACK_0788,1,1,0,1.8,blues
USER_0169,TRACK_0013,6,1,0,3.5,jazz
USER_0099,TRACK_0873,13,1,0,4.5,classical
USER_0007,TRACK_0937,13,1,0,4.5,hip-hop
USER_0026,TRACK_0374,6,1,0,3.5,folk
USER_0200,TRACK_0406,4,1,0,2.8,folk
USER_0153,TRACK_0252,5,1,0,3.2,blues
USER_0131,TRACK_0892,7,1,0,3.8,soul
USER_0150,TRACK_0921,12,1,0,4.5,classical
USER_0050,TRACK_0303,3,0,0,1.0,rock
USER_0021,TRACK_0996,12,1,0,4.5,classical
USER_0141,TRACK_0249,10,1,0,4.5,folk
USER_0113,TRACK_0614,6,1,0,3.5,folk
USER_0078,TRACK_0796,9,1,0,4.5,hip-hop
USER_0068,TRACK_0997,9,1,0,4.5,r&b
USER_0015,TRACK_0923,7,1,0,3.8,classical
USER_0054,TRACK_0372,10,1,0,4.5,reggae
USER_0044,TRACK_0128,7,1,0,3.8,folk
USER_0097,TRACK_0935,6,1,0,3.5,blues
USER_0031,TRACK_0549,7,1,0,3.8,blues
USER_0087,TRACK_0187,7,1,0,3.8,rock
USER_0035,TRACK_0605,5,0,0,1.7,reggae
USER_0184,TRACK_0467,4,0,0,1.3,reggae
USER_0174,TRACK_0740,1,0,0,1.0,r&b
USER_0159,TRACK_0124,7,1,0,3.8,jazz
USER_0007,TRACK_0412,4,0,0,1.3,latin
USER_0189,TRACK_0017,13,1,0,4.5,folk
USER_0033,TRACK_0905,8,1,0,4.2,indie
USER_0115,TRACK_0581,4,1,0,2.8,hip-hop
USER_0015,TRACK_0892,5,0,0,1.7,soul
USER_0107,TRACK_0877,10,1,0,4.5,classical
USER_0018,TRACK_0481,8,1,0,4.2,soul
USER_0134,TRACK_0010,16,1,0,4.5,folk
USER_0023,TRACK_0386,6,1,0,3.5,electronic
USER_0095,TRACK_0102,12,1,0,4.5,metal
USER_0088,TRACK_0139,7,1,0,3.8,latin
USER_0023,TRACK_0862,5,0,0,1.7,r&b
USER_0049,TRACK_0670,7,1,0,3.8,country
USER_0133,TRACK_0205,8,1,0,4.2,country
USER_0039,TRACK_0111,4,0,0,1.3,r&b
USER_0120,TRACK_0894,11,1,0,4.5,r&b
USER_0159,TRACK_0330,5,0,0,1.7,hip-hop
USER_0193,TRACK_0177,6,1,0,3.5,blues
USER_0118,TRACK_0208,13,1,0,4.5,soul
USER_0186,TRACK_0933,4,0,0,1.3,reggae
USER_0104,TRACK_0684,10,1,0,4.5,country
USER_0134,TRACK_0617,12,1,0,4.5,indie
USER_0101,TRACK_0850,4,0,0,1.3,blues
USER_0083,TRACK_0903,12,1,0,4.5,country
USER_0055,TRACK_0805,19,1,0,4.5,hip-hop
USER_0125,TRACK_0975,9,1,0,4.5,reggae
USER_0013,TRACK_0134,6,1,0,3.5,country
USER_0110,TRACK_0920,10,1,0,4.5,metal
USER_0174,TRACK_0266,14,1,0,4.5,classical
USER_0087,TRACK_0925,6,1,0,3.5,jazz
USER_0163,TRACK_0165,19,1,0,4.5,reggae
USER_0151,TRACK_0348,5,0,0,1.7,classical
USER_0116,TRACK_0331,11,1,0,4.5,folk
USER_0119,TRACK_0241,6,1,0,3.5,folk
USER_0134,TRACK_0557,12,1,0,4.5,blues
USER_0155,TRACK_0985,15,1,0,4.5,metal
USER_0057,TRACK_0919,3,0,0,1.0,jazz
USER_0035,TRACK_0883,17,1,0,4.5,reggae
USER_0040,TRACK_0359,18,1,0,4.5,rock
USER_0128,TRACK_0829,10,1,0,4.5,jazz
USER_0163,TRACK_0073,2,0,0,1.0,reggae
USER_0062,TRACK_0468,6,1,0,3.5,folk
USER_0029,TRACK_0645,12,1,0,4.5,country
USER_0135,TRACK_0052,5,0,0,1.7,indie
USER_0146,TRACK_0545,4,1,0,2.8,indie
USER_0057,TRACK_0539,16,1,0,4.5,classical
USER_0101,TRACK_0214,5,0,0,1.7,soul
USER_0147,TRACK_0165,18,1,0,4.5,reggae
USER_0069,TRACK_0542,21,1,0,4.5,pop
USER_0111,TRACK_0731,11,1,0,4.5,blues
USER_0072,TRACK_0781,17,1,0,4.5,latin
USER_0170,TRACK_0653,5,1,0,3.2,folk
USER_0114,TRACK_0744,8,1,0,4.2,electronic
USER_0114,TRACK_0342,3,0,0,1.0,electronic
USER_0180,TRACK_0950,11,1,0,4.5,rock
USER_0107,TRACK_0173,2,0,0,1.0,classical
USER_0198,TRACK_0666,9,1,0,4.5,latin
USER_0144,TRACK_0775,7,1,0,3.8,indie
USER_0102,TRACK_0867,5,1,0,3.2,latin
USER_0025,TRACK_0175,12,1,0,4.5,latin
USER_0031,TRACK_0997,4,0,0,1.3,r&b
USER_0091,TRACK_0612,11,1,0,4.5,jazz
USER_0015,TRACK_0150,6,1,0,3.5,electronic
USER_0092,TRACK_0902,10,1,0,4.5,electronic
USER_0038,TRACK_0001,3,1,0,2.5,latin
USER_0178,TRACK_0187,3,0,0,1.0,rock
USER_0153,TRACK_0240,13,1,0,4.5,soul
USER_0080,TRACK_0501,12,1,0,4.5,soul
USER_0161,TRACK_0619,6,1,0,3.5,pop
USER_0111,TRACK_0638,11,1,0,4.5,blues
USER_0056,TRACK_0296,17,1,0,4.5,electronic
USER_0178,TRACK_0382,5,1,0,3.2,jazz
USER_0043,TRACK_0894,4,0,0,1.3,r&b
USER_0014,TRACK_0006,2,0,0,1.0,rock
USER_0024,TRACK_0579,19,1,0,4.5,metal
USER_0133,TRACK_0087,14,1,0,4.5,hip-hop
USER_0052,TRACK_0020,7,1,0,3.8,latin
USER_0110,TRACK_0496,14,1,0,4.5,metal
USER_0080,TRACK_0216,8,1,0,4.2,soul
USER_0009,TRACK_0757,6,1,0,3.5,blues
USER_0184,TRACK_0876,12,1,0,4.5,reggae
USER_0176,TRACK_0024,18,1,0,4.5,metal
USER_0185,TRACK_0718,8,1,0,4.2,folk
USER_0170,TRACK_0570,4,0,0,1.3,blues
USER_0117,TRACK_0947,7,1,0,3.8,folk
USER_0140,TRACK_0757,5,1,0,3.2,blues
USER_0191,TRACK_0712,5,0,0,1.7,r&b
USER_0119,TRACK_0422,6,1,0,3.5,metal
USER_0097,TRACK_0023,13,1,0,4.5,jazz
USER_0085,TRACK_0576,9,1,0,4.5,rock
USER_0043,TRACK_0263,6,1,0,3.5,electronic
USER_0134,TRACK_0029,5,1,0,3.2,soul
USER_0089,TRACK_0277,5,1,0,3.2,indie
USER_0120,TRACK_0248,12,1,0,4.5,latin
USER_0156,TRACK_0691,8,1,0,4.2,jazz
USER_0105,TRACK_0595,4,0,0,1.3,latin
USER_0102,TRACK_0011,7,1,0,3.8,soul
USER_0122,TRACK_0470,4,1,0,2.8,rock
USER_0166,TRACK_0371,18,1,0,4.5,reggae
USER_0082,TRACK_0301,4,0,0,1.3,pop
USER_0082,TRACK_0656,2,0,0,1.0,pop
USER_0104,TRACK_0480,9,1,0,4.5,pop
USER_0009,TRACK_0276,9,1,0,4.5,country
USER_0168,TRACK_0975,3,1,0,2.5,reggae
USER_0047,TRACK_0531,5,0,0,1.7,folk
USER_0014,TRACK_0215,13,1,0,4.5,rock
USER_0049,TRACK_0938,5,0,0,1.7,reggae
USER_0046,TRACK_0977,9,1,0,4.5,metal
USER_0065,TRACK_0685,4,0,0,1.3,blues
USER_0082,TRACK_0451,2,1,0,2.2,pop
USER_0031,TRACK_0978,7,1,0,3.8,hip-hop
USER_0028,TRACK_0713,8,1,0,4.2,r&b
USER_0082,TRACK_0331,11,1,0,4.5,folk
USER_0156,TRACK_0196,3,0,0,1.0,pop
USER_0038,TRACK_0507,14,1,0,4.5,country
USER_0142,TRACK_0187,5,1,0,3.2,rock
USER_0129,TRACK_0544,10,1,0,4.5,classical
USER_0003,TRACK_0405,4,1,0,2.8,rock
USER_0109,TRACK_0432,19,1,0,4.5,reggae
USER_0125,TRACK_0755,7,1,0,3.8,reggae
USER_0009,TRACK_0685,3,0,0,1.0,blues
USER_0108,TRACK_0322,4,0,0,1.3,r&b
USER_0134,TRACK_0785,8,1,0,4.2,blues
USER_0144,TRACK_0597,11,1,0,4.5,reggae
USER_0010,TRACK_0537,16,1,0,4.5,metal
USER_0161,TRACK_0323,10,1,0,4.5,pop
USER_0066,TRACK_0111,18,1,0,4.5,r&b
USER_0010,TRACK_0674,4,0,0,1.3,latin
USER_0004,TRACK_0229,7,1,0,3.8,latin
USER_0088,TRACK_0947,4,0,0,1.3,folk
USER_0019,TRACK_0110,13,1,0,4.5,latin
USER_0074,TRACK_0103,8,1,0,4.2,jazz
USER_0063,TRACK_0252,6,1,0,3.5,blues
USER_0002,TRACK_0452,15,1,0,4.5,blues
USER_0061,TRACK_0314,6,1,0,3.5,indie
USER_0137,TRACK_0697,4,0,0,1.3,jazz
USER_0063,TRACK_0638,4,0,0,1.3,blues
USER_0140,TRACK_0959,3,1,0,2.5,blues
USER_0142,TRACK_0565,20,1,0,4.5,rock
USER_0106,TRACK_0731,3,1,0,2.5,blues
USER_0161,TRACK_0031,6,1,0,3.5,pop
USER_0026,TRACK_0142,13,1,0,4.5,country
USER_0112,TRACK_0704,6,1,0,3.5,soul
USER_0001,TRACK_0285,12,1,0,4.5,pop
USER_0142,TRACK_0062,2,0,0,1.0,rock
USER_0005,TRACK_0540,16,1,0,4.5,latin
USER_0092,TRACK_0212,5,1,0,3.2,hip-hop
USER_0150,TRACK_0745,13,1,0,4.5,classical
USER_0160,TRACK_0631,9,1,0,4.5,metal
USER_0178,TRACK_0650,5,0,0,1.7,jazz
USER_0136,TRACK_0011,11,1,0,4.5,soul
USER_0096,TRACK_0922,5,1,0,3.2,electronic
USER_0174,TRACK_0745,7,1,0,3.8,classical
USER_0039,TRACK_0651,3,0,0,1.0,reggae
USER_0140,TRACK_0346,7,1,0,3.8,metal
USER_0183,TRACK_0895,10,1,0,4.5,indie
USER_0078,TRACK_0272,29,1,0,4.5,hip-hop
USER_0132,TRACK_0632,2,0,0,1.0,jazz
USER_0012,TRACK_0263,6,1,0,3.5,electronic
USER_0159,TRACK_0403,10,1,0,4.5,jazz
USER_0186,TRACK_0467,9,1,0,4.5,reggae
USER_0091,TRACK_0759,6,1,0,3.5,reggae
USER_0165,TRACK_0465,6,1,0,3.5,rock
USER_0184,TRACK_0070,8,1,0,4.2,jazz
USER_0031,TRACK_0655,9,1,0,4.5,jazz
USER_0168,TRACK_0812,9,1,0,4.5,soul
USER_0106,TRACK_0360,6,1,0,3.5,soul
USER_0051,TRACK_0893,4,1,0,2.8,country
USER_0160,TRACK_0298,7,1,0,3.8,rock
USER_0079,TRACK_0992,10,1,0,4.5,classical
USER_0200,TRACK_0663,7,1,0,3.8,indie
USER_0052,TRACK_0295,24,1,0,4.5,jazz
USER_0014,TRACK_0290,16,1,0,4.5,rock
USER_0199,TRACK_0726,16,1,0,4.5,rock
USER_0071,TRACK_0732,5,0,0,1.7,blues
USER_0074,TRACK_0626,6,1,0,3.5,jazz
USER_0109,TRACK_0315,19,1,0,4.5,country
USER_0036,TRACK_0171,8,1,0,4.2,jazz
USER_0127,TRACK_0909,10,1,0,4.5,folk
USER_0171,TRACK_0562,6,1,0,3.5,r&b
USER_0171,TRACK_0329,10,1,0,4.5,r&b
USER_0106,TRACK_0408,7,1,0,3.8,blues
USER_0044,TRACK_0269,10,1,0,4.5,jazz
USER_0014,TRACK_0002,4,0,0,1.3,rock
USER_0075,TRACK_0881,7,1,0,3.8,classical
USER_0021,TRACK_0120,8,1,0,4.2,metal
USER_0121,TRACK_0488,8,1,0,4.2,metal
USER_0167,TRACK_0886,5,0,0,1.7,classical
USER_0172,TRACK_0531,12,1,0,4.5,folk
USER_0178,TRACK_0621,4,1,0,2.8,metal
USER_0013,TRACK_0645,8,1,0,4.2,country
USER_0084,TRACK_0362,9,1,0,4.5,metal
USER_0067,TRACK_0529,7,1,0,3.8,blues
USER_0041,TRACK_0007,11,1,0,4.5,latin
USER_0083,TRACK_0343,22,1,0,4.5,latin
USER_0093,TRACK_0555,2,1,0,2.2,soul
USER_0167,TRACK_0670,20,1,0,4.5,country
USER_0151,TRACK_0151,12,1,0,4.5,rock
USER_0142,TRACK_0072,10,1,0,4.5,rock
USER_0119,TRACK_0533,8,1,0,4.2,metal
USER_0086,TRACK_0588,7,1,0,3.8,electronic
USER_0041,TRACK_0541,3,1,0,2.5,indie
USER_0070,TRACK_0252,8,1,0,4.2,blues
USER_0125,TRACK_0336,10,1,0,4.5,reggae
USER_0135,TRACK_0613,4,0,0,1.3,indie
USER_0051,TRACK_0034,4,1,0,2.8,jazz
USER_0187,TRACK_0202,6,1,0,3.5,jazz
USER_0174,TRACK_0922,11,1,0,4.5,electronic
USER_0041,TRACK_0775,2,0,0,1.0,indie
USER_0147,TRACK_0426,7,1,0,3.8,reggae
USER_0151,TRACK_0489,14,1,0,4.5,rock
USER_0132,TRACK_0217,7,1,0,3.8,pop
USER_0021,TRACK_0066,10,1,0,4.5,indie
USER_0194,TRACK_0356,7,1,0,3.8,electronic
USER_0136,TRACK_0116,5,0,0,1.7,r&b
USER_0059,TRACK_0872,8,1,0,4.2,rock
USER_0138,TRACK_0282,13,1,0,4.5,indie
USER_0182,TRACK_0808,1,0,0,1.0,folk
USER_0126,TRACK_0933,8,1,0,4.2,reggae
USER_0040,TRACK_0190,10,1,0,4.5,jazz
USER_0119,TRACK_0132,3,1,0,2.5,metal
USER_0053,TRACK_0750,6,1,0,3.5,soul
USER_0181,TRACK_0630,9,1,0,4.5,hip-hop
USER_0191,TRACK_0389,13,1,0,4.5,hip-hop
USER_0165,TRACK_0550,13,1,0,4.5,latin
USER_0028,TRACK_0425,14,1,0,4.5,r&b
USER_0135,TRACK_0584,7,1,0,3.8,indie
USER_0011,TRACK_0606,20,1,0,4.5,reggae
USER_0066,TRACK_0026,7,1,0,3.8,r&b
USER_0026,TRACK_0442,3,1,0,2.5,classical
USER_0200,TRACK_0316,6,1,0,3.5,folk
USER_0030,TRACK_0707,14,1,0,4.5,hip-hop
USER_0067,TRACK_0986,7,1,0,3.8,reggae
USER_0171,TRACK_0401,4,1,0,2.8,r&b
USER_0138,TRACK_0420,8,1,0,4.2,indie
USER_0144,TRACK_0220,1,0,1,1.0,indie
USER_0047,TRACK_0843,6,1,0,3.5,country
USER_0133,TRACK_0676,7,1,0,3.8,hip-hop
USER_0055,TRACK_0170,10,1,0,4.5,soul
USER_0075,TRACK_0940,21,1,0,4.5,classical
USER_0007,TRACK_0601,7,1,0,3.8,latin
USER_0090,TRACK_0871,3,0,0,1.0,jazz
USER_0049,TRACK_0152,10,1,0,4.5,country
USER_0172,TRACK_0947,8,1,0,4.2,folk
USER_0006,TRACK_0487,13,1,0,4.5,folk
USER_0037,TRACK_0931,5,0,0,1.7,electronic
USER_0200,TRACK_0430,6,1,0,3.5,folk
USER_0007,TRACK_0476,5,0,0,1.7,hip-hop
USER_0012,TRACK_0791,7,1,0,3.8,latin
USER_0092,TRACK_0538,6,1,0,3.5,classical
USER_0051,TRACK_0878,3,0,0,1.0,electronic
USER_0024,TRACK_0581,4,0,0,1.3,hip-hop
USER_0144,TRACK_0456,6,1,0,3.5,indie
USER_0143,TRACK_0651,9,1,0,4.5,reggae
USER_0109,TRACK_0606,6,1,0,3.5,reggae
USER_0184,TRACK_0479,3,1,0,2.5,reggae
USER_0078,TRACK_0799,15,1,0,4.5,hip-hop
USER_0077,TRACK_0065,26,1,0,4.5,pop
USER_0122,TRACK_0670,10,1,0,4.5,country
USER_0026,TRACK_0294,1,0,0,1.0,country
USER_0064,TRACK_0100,5,0,0,1.7,country
USER_0104,TRACK_0461,12,1,0,4.5,soul
USER_0042,TRACK_0962,9,1,0,4.5,pop
USER_0005,TRACK_0685,12,1,0,4.5,blues
USER_0081,TRACK_0317,4,1,0,2.8,blues
USER_0087,TRACK_0712,9,1,0,4.5,r&b
USER_0152,TRACK_0459,4,0,0,1.3,r&b
USER_0155,TRACK_0942,3,1,0,2.5,metal
USER_0048,TRACK_0614,2,1,0,2.2,folk
USER_0064,TRACK_0653,4,0,0,1.3,folk
USER_0184,TRACK_0824,4,0,0,1.3,reggae
USER_0180,TRACK_0918,7,1,0,3.8,rock
USER_0065,TRACK_0984,15,1,0,4.5,reggae
USER_0110,TRACK_0551,9,1,0,4.5,country
USER_0046,TRACK_0233,7,1,0,3.8,rock
USER_0174,TRACK_0159,8,1,0,4.2,classical
USER_0123,TRACK_0722,7,1,0,3.8,folk
USER_0045,TRACK_0343,5,1,0,3.2,latin
USER_0122,TRACK_0735,12,1,0,4.5,rock
USER_0183,TRACK_0234,2,1,0,2.2,jazz
USER_0095,TRACK_0346,10,1,0,4.5,metal
USER_0009,TRACK_0648,7,1,0,3.8,blues
USER_0143,TRACK_0426,4,0,0,1.3,reggae
USER_0096,TRACK_0537,12,1,0,4.5,metal
USER_0131,TRACK_0700,3,0,0,1.0,soul
USER_0186,TRACK_0208,16,1,0,4.5,soul
USER_0001,TRACK_0056,10,1,0,4.5,r&b
USER_0129,TRACK_0155,9,1,0,4.5,indie
